

---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Timestamp        Logging Entity           Source                   Destination              Seq No  Flag    Ack No  Start Payload            Checksum    Comment                                           
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
10:45:9.503      NETWORK                                                                                                                                 Packet 0 send!                                    
10:45:23.677     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:45:23.681     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:45:23.684     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:45:26.479     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:45:26.488     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:45:26.490     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:45:29.282     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:45:29.287     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:45:29.290     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:45:32.85      AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:45:32.89      CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:45:32.91      CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:45:34.889     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:45:34.893     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:45:34.897     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:45:37.691     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:45:37.694     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:45:37.696     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:45:40.495     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:45:40.500     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:45:40.502     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:45:43.299     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:45:43.302     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:45:43.305     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:45:46.102     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:45:46.136     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:45:46.137     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:45:48.936     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:45:48.939     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:45:48.941     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:45:51.739     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:45:51.742     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:45:51.744     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:45:54.542     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:45:54.546     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:45:54.547     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:45:57.346     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:45:57.349     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:45:57.350     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:46:0.149      AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:46:0.152      CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:46:0.153      CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:46:2.950      AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:46:2.954      CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:46:2.955      CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:46:5.752      AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:46:5.756      CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:46:5.757      CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:46:8.556      AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:46:8.559      CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:46:8.560      CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:46:11.357     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:46:11.360     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:46:11.361     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:46:14.160     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:46:14.163     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:46:14.164     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:46:16.962     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:46:16.965     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:46:16.966     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:46:19.765     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:46:19.768     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:46:19.769     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:46:22.566     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:46:22.569     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:46:22.570     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:46:25.369     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:46:25.372     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:46:25.373     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:46:28.170     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:46:28.173     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:46:28.174     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:46:30.973     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:46:30.975     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:46:30.976     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:46:33.774     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:46:33.777     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:46:33.778     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:46:36.577     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:46:36.580     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:46:36.581     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:46:39.378     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:46:39.382     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:46:39.383     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:46:42.181     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:46:42.184     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:46:42.185     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:46:44.984     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:46:44.986     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:46:44.988     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:46:47.785     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:46:47.788     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:46:47.789     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:46:50.588     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:46:50.590     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:46:50.592     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:46:53.389     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:46:53.392     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:46:53.393     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:46:56.192     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:46:56.194     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:46:56.195     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:46:58.993     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:46:58.996     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:46:58.997     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:47:1.796      AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:47:1.799      CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:47:1.800      CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:47:4.599      AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:47:4.602      CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:47:4.602      CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:47:7.400      AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:47:7.404      CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:47:7.405      CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:47:10.204     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:47:10.207     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:47:10.208     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:47:13.5       AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:47:13.13      CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:47:13.15      CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:47:15.807     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:47:15.814     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:47:15.816     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:47:18.608     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:47:18.615     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:47:18.617     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:47:21.410     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:47:21.412     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:47:21.413     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:47:24.213     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:47:24.220     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:47:24.222     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:47:27.19      AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:47:27.23      CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:47:27.24      CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:47:29.822     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:47:29.824     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:47:29.826     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:47:32.623     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:47:32.627     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:47:32.628     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
10:47:35.426     AbstractConnection                                                                                                                      Waiting for incoming packet in doReceive()        
10:47:35.428     CLSocket::receive                                                                                                                       Receiving at:5555                                 
10:47:35.429     CLSocket::coAccept                                                                                                                      Fant gjenbrukbar innsocket                        
